,text
12119,"‘You’ll take a high degree at college, Steerforth,’ said I, ‘if you have not done so already; and they will have good reason to be proud of you.’"
12120,‘I take a degree!’ cried Steerforth. ‘Not I! my dear Daisy—will you mind my calling you Daisy?’
12121,‘Not at all!’ said I.
12122,"‘That’s a good fellow! My dear Daisy,’ said Steerforth, laughing. ‘I have not the least desire or intention to distinguish myself in that way. I have done quite sufficient for my purpose. I find that I am heavy company enough for myself as I am.’"
12123,‘But the fame—’ I was beginning.
12124,"‘You romantic Daisy!’ said Steerforth, laughing still more heartily: ‘why should I trouble myself, that a parcel of heavy-headed fellows may gape and hold up their hands? Let them do it at some other man. There’s fame for him, and he’s welcome to it.’"
12125,"I was abashed at having made so great a mistake, and was glad to change the subject. Fortunately it was not difficult to do, for Steerforth could always pass from one subject to another with a carelessness and lightness that were his own."
12126,"Lunch succeeded to our sight-seeing, and the short winter day wore away so fast, that it was dusk when the stage-coach stopped with us at an old brick house at Highgate on the summit of the hill. An elderly lady, though not very far advanced in years, with a proud carriage and a handsome face, was in the doorway as we alighted; and greeting Steerforth as ‘My dearest James,’ folded him in her arms. To this lady he presented me as his mother, and she gave me a stately welcome."
12127,"It was a genteel old-fashioned house, very quiet and orderly. From the windows of my room I saw all London lying in the distance like a great vapour, with here and there some lights twinkling through it. I had only time, in dressing, to glance at the solid furniture, the framed pieces of work (done, I supposed, by Steerforth’s mother when she was a girl), and some pictures in crayons of ladies with powdered hair and bodices, coming and going on the walls, as the newly-kindled fire crackled and sputtered, when I was called to dinner."
12128,"There was a second lady in the dining-room, of a slight short figure, dark, and not agreeable to look at, but with some appearance of good looks too, who attracted my attention: perhaps because I had not expected to see her; perhaps because I found myself sitting opposite to her; perhaps because of something really remarkable in her. She had black hair and eager black eyes, and was thin, and had a scar upon her lip. It was an old scar—I should rather call it seam, for it was not discoloured, and had healed years ago—which had once cut through her mouth, downward towards the chin, but was now barely visible across the table, except above and on her upper lip, the shape of which it had altered. I concluded in my own mind that she was about thirty years of age, and that she wished to be married. She was a little dilapidated—like a house—with having been so long to let; yet had, as I have said, an appearance of good looks. Her thinness seemed to be the effect of some wasting fire within her, which found a vent in her gaunt eyes."
12129,"She was introduced as Miss Dartle, and both Steerforth and his mother called her Rosa. I found that she lived there, and had been for a long time Mrs. Steerforth’s companion. It appeared to me that she never said anything she wanted to say, outright; but hinted it, and made a great deal more of it by this practice. For example, when Mrs. Steerforth observed, more in jest than earnest, that she feared her son led but a wild life at college, Miss Dartle put in thus:"
12130,"‘Oh, really? You know how ignorant I am, and that I only ask for information, but isn’t it always so? I thought that kind of life was on all hands understood to be—eh?’ ‘It is education for a very grave profession, if you mean that, Rosa,’ Mrs. Steerforth answered with some coldness."
12131,"‘Oh! Yes! That’s very true,’ returned Miss Dartle. ‘But isn’t it, though?—I want to be put right, if I am wrong—isn’t it, really?’"
12132,‘Really what?’ said Mrs. Steerforth.
12133,"‘Oh! You mean it’s not!’ returned Miss Dartle. ‘Well, I’m very glad to hear it! Now, I know what to do! That’s the advantage of asking. I shall never allow people to talk before me about wastefulness and profligacy, and so forth, in connexion with that life, any more.’"
12134,"‘And you will be right,’ said Mrs. Steerforth. ‘My son’s tutor is a conscientious gentleman; and if I had not implicit reliance on my son, I should have reliance on him.’"
12135,"‘Should you?’ said Miss Dartle. ‘Dear me! Conscientious, is he? Really conscientious, now?’"
12136,"‘Yes, I am convinced of it,’ said Mrs. Steerforth."
12137,"‘How very nice!’ exclaimed Miss Dartle. ‘What a comfort! Really conscientious? Then he’s not—but of course he can’t be, if he’s really conscientious. Well, I shall be quite happy in my opinion of him, from this time. You can’t think how it elevates him in my opinion, to know for certain that he’s really conscientious!’"
12138,"Her own views of every question, and her correction of everything that was said to which she was opposed, Miss Dartle insinuated in the same way: sometimes, I could not conceal from myself, with great power, though in contradiction even of Steerforth. An instance happened before dinner was done. Mrs. Steerforth speaking to me about my intention of going down into Suffolk, I said at hazard how glad I should be, if Steerforth would only go there with me; and explaining to him that I was going to see my old nurse, and Mr. Peggotty’s family, I reminded him of the boatman whom he had seen at school."
12139,"‘Oh! That bluff fellow!’ said Steerforth. ‘He had a son with him, hadn’t he?’"
12140,"‘No. That was his nephew,’ I replied; ‘whom he adopted, though, as a son. He has a very pretty little niece too, whom he adopted as a daughter. In short, his house—or rather his boat, for he lives in one, on dry land—is full of people who are objects of his generosity and kindness. You would be delighted to see that household.’"
12141,"‘Should I?’ said Steerforth. ‘Well, I think I should. I must see what can be done. It would be worth a journey (not to mention the pleasure of a journey with you, Daisy), to see that sort of people together, and to make one of ‘em.’"
12142,"My heart leaped with a new hope of pleasure. But it was in reference to the tone in which he had spoken of ‘that sort of people’, that Miss Dartle, whose sparkling eyes had been watchful of us, now broke in again."
12143,"‘Oh, but, really? Do tell me. Are they, though?’ she said."
12144,‘Are they what? And are who what?’ said Steerforth.
12145,"‘That sort of people.—-Are they really animals and clods, and beings of another order? I want to know SO much.’"
12146,"‘Why, there’s a pretty wide separation between them and us,’ said Steerforth, with indifference. ‘They are not to be expected to be as sensitive as we are. Their delicacy is not to be shocked, or hurt easily. They are wonderfully virtuous, I dare say—some people contend for that, at least; and I am sure I don’t want to contradict them—but they have not very fine natures, and they may be thankful that, like their coarse rough skins, they are not easily wounded.’"
12147,"‘Really!’ said Miss Dartle. ‘Well, I don’t know, now, when I have been better pleased than to hear that. It’s so consoling! It’s such a delight to know that, when they suffer, they don’t feel! Sometimes I have been quite uneasy for that sort of people; but now I shall just dismiss the idea of them, altogether. Live and learn. I had my doubts, I confess, but now they’re cleared up. I didn’t know, and now I do know, and that shows the advantage of asking—don’t it?’"
12148,"I believed that Steerforth had said what he had, in jest, or to draw Miss Dartle out; and I expected him to say as much when she was gone, and we two were sitting before the fire. But he merely asked me what I thought of her."
12149,"‘She is very clever, is she not?’ I asked."
12150,"‘Clever! She brings everything to a grindstone,’ said Steerforth, and sharpens it, as she has sharpened her own face and figure these years past. She has worn herself away by constant sharpening. She is all edge.’"
12151,‘What a remarkable scar that is upon her lip!’ I said.
12152,"Steerforth’s face fell, and he paused a moment."
12153,"‘Why, the fact is,’ he returned, ‘I did that.’"
12154,‘By an unfortunate accident!’
12155,"‘No. I was a young boy, and she exasperated me, and I threw a hammer at her. A promising young angel I must have been!’ I was deeply sorry to have touched on such a painful theme, but that was useless now."
12156,"‘She has borne the mark ever since, as you see,’ said Steerforth; ‘and she’ll bear it to her grave, if she ever rests in one—though I can hardly believe she will ever rest anywhere. She was the motherless child of a sort of cousin of my father’s. He died one day. My mother, who was then a widow, brought her here to be company to her. She has a couple of thousand pounds of her own, and saves the interest of it every year, to add to the principal. There’s the history of Miss Rosa Dartle for you.’"
12157,‘And I have no doubt she loves you like a brother?’ said I.
12158,"‘Humph!’ retorted Steerforth, looking at the fire. ‘Some brothers are not loved over much; and some love—but help yourself, Copperfield! We’ll drink the daisies of the field, in compliment to you; and the lilies of the valley that toil not, neither do they spin, in compliment to me—the more shame for me!’ A moody smile that had overspread his features cleared off as he said this merrily, and he was his own frank, winning self again."
12159,"I could not help glancing at the scar with a painful interest when we went in to tea. It was not long before I observed that it was the most susceptible part of her face, and that, when she turned pale, that mark altered first, and became a dull, lead-coloured streak, lengthening out to its full extent, like a mark in invisible ink brought to the fire. There was a little altercation between her and Steerforth about a cast of the dice at backgammon—when I thought her, for one moment, in a storm of rage; and then I saw it start forth like the old writing on the wall."
12160,"It was no matter of wonder to me to find Mrs. Steerforth devoted to her son. She seemed to be able to speak or think about nothing else. She showed me his picture as an infant, in a locket, with some of his baby-hair in it; she showed me his picture as he had been when I first knew him; and she wore at her breast his picture as he was now. All the letters he had ever written to her, she kept in a cabinet near her own chair by the fire; and she would have read me some of them, and I should have been very glad to hear them too, if he had not interposed, and coaxed her out of the design."
12161,"‘It was at Mr. Creakle’s, my son tells me, that you first became acquainted,’ said Mrs. Steerforth, as she and I were talking at one table, while they played backgammon at another. ‘Indeed, I recollect his speaking, at that time, of a pupil younger than himself who had taken his fancy there; but your name, as you may suppose, has not lived in my memory.’"
12162,"‘He was very generous and noble to me in those days, I assure you, ma’am,’ said I, ‘and I stood in need of such a friend. I should have been quite crushed without him.’"
12163,"‘He is always generous and noble,’ said Mrs. Steerforth, proudly."
12164,"I subscribed to this with all my heart, God knows. She knew I did; for the stateliness of her manner already abated towards me, except when she spoke in praise of him, and then her air was always lofty."
12165,"‘It was not a fit school generally for my son,’ said she; ‘far from it; but there were particular circumstances to be considered at the time, of more importance even than that selection. My son’s high spirit made it desirable that he should be placed with some man who felt its superiority, and would be content to bow himself before it; and we found such a man there.’"
12166,"I knew that, knowing the fellow. And yet I did not despise him the more for it, but thought it a redeeming quality in him if he could be allowed any grace for not resisting one so irresistible as Steerforth."
12167,"‘My son’s great capacity was tempted on, there, by a feeling of voluntary emulation and conscious pride,’ the fond lady went on to say. ‘He would have risen against all constraint; but he found himself the monarch of the place, and he haughtily determined to be worthy of his station. It was like himself.’"
12168,"I echoed, with all my heart and soul, that it was like himself."
12169,"‘So my son took, of his own will, and on no compulsion, to the course in which he can always, when it is his pleasure, outstrip every competitor,’ she pursued. ‘My son informs me, Mr. Copperfield, that you were quite devoted to him, and that when you met yesterday you made yourself known to him with tears of joy. I should be an affected woman if I made any pretence of being surprised by my son’s inspiring such emotions; but I cannot be indifferent to anyone who is so sensible of his merit, and I am very glad to see you here, and can assure you that he feels an unusual friendship for you, and that you may rely on his protection.’"
12170,"Miss Dartle played backgammon as eagerly as she did everything else. If I had seen her, first, at the board, I should have fancied that her figure had got thin, and her eyes had got large, over that pursuit, and no other in the world. But I am very much mistaken if she missed a word of this, or lost a look of mine as I received it with the utmost pleasure, and honoured by Mrs. Steerforth’s confidence, felt older than I had done since I left Canterbury."
12171,"When the evening was pretty far spent, and a tray of glasses and decanters came in, Steerforth promised, over the fire, that he would seriously think of going down into the country with me. There was no hurry, he said; a week hence would do; and his mother hospitably said the same. While we were talking, he more than once called me Daisy; which brought Miss Dartle out again."
12172,"‘But really, Mr. Copperfield,’ she asked, ‘is it a nickname? And why does he give it you? Is it—eh?—because he thinks you young and innocent? I am so stupid in these things.’"
12173,I coloured in replying that I believed it was.
12174,"‘Oh!’ said Miss Dartle. ‘Now I am glad to know that! I ask for information, and I am glad to know it. He thinks you young and innocent; and so you are his friend. Well, that’s quite delightful!’"
12175,"She went to bed soon after this, and Mrs. Steerforth retired too. Steerforth and I, after lingering for half-an-hour over the fire, talking about Traddles and all the rest of them at old Salem House, went upstairs together. Steerforth’s room was next to mine, and I went in to look at it. It was a picture of comfort, full of easy-chairs, cushions and footstools, worked by his mother’s hand, and with no sort of thing omitted that could help to render it complete. Finally, her handsome features looked down on her darling from a portrait on the wall, as if it were even something to her that her likeness should watch him while he slept."
12176,"I found the fire burning clear enough in my room by this time, and the curtains drawn before the windows and round the bed, giving it a very snug appearance. I sat down in a great chair upon the hearth to meditate on my happiness; and had enjoyed the contemplation of it for some time, when I found a likeness of Miss Dartle looking eagerly at me from above the chimney-piece."
12177,"It was a startling likeness, and necessarily had a startling look. The painter hadn’t made the scar, but I made it; and there it was, coming and going; now confined to the upper lip as I had seen it at dinner, and now showing the whole extent of the wound inflicted by the hammer, as I had seen it when she was passionate."
12178,"I wondered peevishly why they couldn’t put her anywhere else instead of quartering her on me. To get rid of her, I undressed quickly, extinguished my light, and went to bed. But, as I fell asleep, I could not forget that she was still there looking, ‘Is it really, though? I want to know’; and when I awoke in the night, I found that I was uneasily asking all sorts of people in my dreams whether it really was or not—without knowing what I meant."
12179,CHAPTER 21. LITTLE EM’LY
12180,"There was a servant in that house, a man who, I understood, was usually with Steerforth, and had come into his service at the University, who was in appearance a pattern of respectability. I believe there never existed in his station a more respectable-looking man. He was taciturn, soft-footed, very quiet in his manner, deferential, observant, always at hand when wanted, and never near when not wanted; but his great claim to consideration was his respectability. He had not a pliant face, he had rather a stiff neck, rather a tight smooth head with short hair clinging to it at the sides, a soft way of speaking, with a peculiar habit of whispering the letter S so distinctly, that he seemed to use it oftener than any other man; but every peculiarity that he had he made respectable. If his nose had been upside-down, he would have made that respectable. He surrounded himself with an atmosphere of respectability, and walked secure in it. It would have been next to impossible to suspect him of anything wrong, he was so thoroughly respectable. Nobody could have thought of putting him in a livery, he was so highly respectable. To have imposed any derogatory work upon him, would have been to inflict a wanton insult on the feelings of a most respectable man. And of this, I noticed—the women-servants in the household were so intuitively conscious, that they always did such work themselves, and generally while he read the paper by the pantry fire."
12181,"Such a self-contained man I never saw. But in that quality, as in every other he possessed, he only seemed to be the more respectable. Even the fact that no one knew his Christian name, seemed to form a part of his respectability. Nothing could be objected against his surname, Littimer, by which he was known. Peter might have been hanged, or Tom transported; but Littimer was perfectly respectable."
12182,"It was occasioned, I suppose, by the reverend nature of respectability in the abstract, but I felt particularly young in this man’s presence. How old he was himself, I could not guess—and that again went to his credit on the same score; for in the calmness of respectability he might have numbered fifty years as well as thirty."
12183,"Littimer was in my room in the morning before I was up, to bring me that reproachful shaving-water, and to put out my clothes. When I undrew the curtains and looked out of bed, I saw him, in an equable temperature of respectability, unaffected by the east wind of January, and not even breathing frostily, standing my boots right and left in the first dancing position, and blowing specks of dust off my coat as he laid it down like a baby."
12184,"I gave him good morning, and asked him what o’clock it was. He took out of his pocket the most respectable hunting-watch I ever saw, and preventing the spring with his thumb from opening far, looked in at the face as if he were consulting an oracular oyster, shut it up again, and said, if I pleased, it was half past eight."
12185,"‘Mr. Steerforth will be glad to hear how you have rested, sir.’"
12186,"‘Thank you,’ said I, ‘very well indeed. Is Mr. Steerforth quite well?’"
12187,"‘Thank you, sir, Mr. Steerforth is tolerably well.’ Another of his characteristics—no use of superlatives. A cool calm medium always."
12188,"‘Is there anything more I can have the honour of doing for you, sir? The warning-bell will ring at nine; the family take breakfast at half past nine.’"
12189,"‘Nothing, I thank you.’"
12190,"‘I thank YOU, sir, if you please’; and with that, and with a little inclination of his head when he passed the bed-side, as an apology for correcting me, he went out, shutting the door as delicately as if I had just fallen into a sweet sleep on which my life depended."
12191,"Every morning we held exactly this conversation: never any more, and never any less: and yet, invariably, however far I might have been lifted out of myself over-night, and advanced towards maturer years, by Steerforth’s companionship, or Mrs. Steerforth’s confidence, or Miss Dartle’s conversation, in the presence of this most respectable man I became, as our smaller poets sing, ‘a boy again’."
12192,"He got horses for us; and Steerforth, who knew everything, gave me lessons in riding. He provided foils for us, and Steerforth gave me lessons in fencing—gloves, and I began, of the same master, to improve in boxing. It gave me no manner of concern that Steerforth should find me a novice in these sciences, but I never could bear to show my want of skill before the respectable Littimer. I had no reason to believe that Littimer understood such arts himself; he never led me to suppose anything of the kind, by so much as the vibration of one of his respectable eyelashes; yet whenever he was by, while we were practising, I felt myself the greenest and most inexperienced of mortals."
12193,"I am particular about this man, because he made a particular effect on me at that time, and because of what took place thereafter."
12194,"The week passed away in a most delightful manner. It passed rapidly, as may be supposed, to one entranced as I was; and yet it gave me so many occasions for knowing Steerforth better, and admiring him more in a thousand respects, that at its close I seemed to have been with him for a much longer time. A dashing way he had of treating me like a plaything, was more agreeable to me than any behaviour he could have adopted. It reminded me of our old acquaintance; it seemed the natural sequel of it; it showed me that he was unchanged; it relieved me of any uneasiness I might have felt, in comparing my merits with his, and measuring my claims upon his friendship by any equal standard; above all, it was a familiar, unrestrained, affectionate demeanour that he used towards no one else. As he had treated me at school differently from all the rest, I joyfully believed that he treated me in life unlike any other friend he had. I believed that I was nearer to his heart than any other friend, and my own heart warmed with attachment to him. He made up his mind to go with me into the country, and the day arrived for our departure. He had been doubtful at first whether to take Littimer or not, but decided to leave him at home. The respectable creature, satisfied with his lot whatever it was, arranged our portmanteaux on the little carriage that was to take us into London, as if they were intended to defy the shocks of ages, and received my modestly proffered donation with perfect tranquillity."
12195,"We bade adieu to Mrs. Steerforth and Miss Dartle, with many thanks on my part, and much kindness on the devoted mother’s. The last thing I saw was Littimer’s unruffled eye; fraught, as I fancied, with the silent conviction that I was very young indeed."
12196,"What I felt, in returning so auspiciously to the old familiar places, I shall not endeavour to describe. We went down by the Mail. I was so concerned, I recollect, even for the honour of Yarmouth, that when Steerforth said, as we drove through its dark streets to the inn, that, as well as he could make out, it was a good, queer, out-of-the-way kind of hole, I was highly pleased. We went to bed on our arrival (I observed a pair of dirty shoes and gaiters in connexion with my old friend the Dolphin as we passed that door), and breakfasted late in the morning. Steerforth, who was in great spirits, had been strolling about the beach before I was up, and had made acquaintance, he said, with half the boatmen in the place. Moreover, he had seen, in the distance, what he was sure must be the identical house of Mr. Peggotty, with smoke coming out of the chimney; and had had a great mind, he told me, to walk in and swear he was myself grown out of knowledge."
12197,"‘When do you propose to introduce me there, Daisy?’ he said. ‘I am at your disposal. Make your own arrangements.’"
12198,"‘Why, I was thinking that this evening would be a good time, Steerforth, when they are all sitting round the fire. I should like you to see it when it’s snug, it’s such a curious place.’"
12199,‘So be it!’ returned Steerforth. ‘This evening.’
12200,"‘I shall not give them any notice that we are here, you know,’ said I, delighted. ‘We must take them by surprise.’"
12201,"‘Oh, of course! It’s no fun,’ said Steerforth, ‘unless we take them by surprise. Let us see the natives in their aboriginal condition.’"
12202,"‘Though they ARE that sort of people that you mentioned,’ I returned."
12203,"‘Aha! What! you recollect my skirmishes with Rosa, do you?’ he exclaimed with a quick look. ‘Confound the girl, I am half afraid of her. She’s like a goblin to me. But never mind her. Now what are you going to do? You are going to see your nurse, I suppose?’"
12204,"‘Why, yes,’ I said, ‘I must see Peggotty first of all.’"
12205,"‘Well,’ replied Steerforth, looking at his watch. ‘Suppose I deliver you up to be cried over for a couple of hours. Is that long enough?’"
12206,"I answered, laughing, that I thought we might get through it in that time, but that he must come also; for he would find that his renown had preceded him, and that he was almost as great a personage as I was."
12207,"‘I’ll come anywhere you like,’ said Steerforth, ‘or do anything you like. Tell me where to come to; and in two hours I’ll produce myself in any state you please, sentimental or comical.’"
12208,"I gave him minute directions for finding the residence of Mr. Barkis, carrier to Blunderstone and elsewhere; and, on this understanding, went out alone. There was a sharp bracing air; the ground was dry; the sea was crisp and clear; the sun was diffusing abundance of light, if not much warmth; and everything was fresh and lively. I was so fresh and lively myself, in the pleasure of being there, that I could have stopped the people in the streets and shaken hands with them."
12209,"The streets looked small, of course. The streets that we have only seen as children always do, I believe, when we go back to them. But I had forgotten nothing in them, and found nothing changed, until I came to Mr. Omer’s shop. OMER AND Joram was now written up, where OMER used to be; but the inscription, DRAPER, TAILOR, HABERDASHER, FUNERAL FURNISHER, &c., remained as it was."
12210,"My footsteps seemed to tend so naturally to the shop door, after I had read these words from over the way, that I went across the road and looked in. There was a pretty woman at the back of the shop, dancing a little child in her arms, while another little fellow clung to her apron. I had no difficulty in recognizing either Minnie or Minnie’s children. The glass door of the parlour was not open; but in the workshop across the yard I could faintly hear the old tune playing, as if it had never left off."
12211,"‘Is Mr. Omer at home?’ said I, entering. ‘I should like to see him, for a moment, if he is.’"
12212,"‘Oh yes, sir, he is at home,’ said Minnie; ‘the weather don’t suit his asthma out of doors. Joe, call your grandfather!’"
12213,"The little fellow, who was holding her apron, gave such a lusty shout, that the sound of it made him bashful, and he buried his face in her skirts, to her great admiration. I heard a heavy puffing and blowing coming towards us, and soon Mr. Omer, shorter-winded than of yore, but not much older-looking, stood before me."
12214,"‘Servant, sir,’ said Mr. Omer. ‘What can I do for you, sir?’ ‘You can shake hands with me, Mr. Omer, if you please,’ said I, putting out my own. ‘You were very good-natured to me once, when I am afraid I didn’t show that I thought so.’"
12215,"‘Was I though?’ returned the old man. ‘I’m glad to hear it, but I don’t remember when. Are you sure it was me?’"
12216,‘Quite.’
12217,"‘I think my memory has got as short as my breath,’ said Mr. Omer, looking at me and shaking his head; ‘for I don’t remember you.’"
12218,"‘Don’t you remember your coming to the coach to meet me, and my having breakfast here, and our riding out to Blunderstone together: you, and I, and Mrs. Joram, and Mr. Joram too—who wasn’t her husband then?’"
12219,"‘Why, Lord bless my soul!’ exclaimed Mr. Omer, after being thrown by his surprise into a fit of coughing, ‘you don’t say so! Minnie, my dear, you recollect? Dear me, yes; the party was a lady, I think?’"
12220,"‘My mother,’ I rejoined."
12221,"‘To—be—sure,’ said Mr. Omer, touching my waistcoat with his forefinger, ‘and there was a little child too! There was two parties. The little party was laid along with the other party. Over at Blunderstone it was, of course. Dear me! And how have you been since?’"
12222,"Very well, I thanked him, as I hoped he had been too."
12223,"‘Oh! nothing to grumble at, you know,’ said Mr. Omer. ‘I find my breath gets short, but it seldom gets longer as a man gets older. I take it as it comes, and make the most of it. That’s the best way, ain’t it?’"
12224,"Mr. Omer coughed again, in consequence of laughing, and was assisted out of his fit by his daughter, who now stood close beside us, dancing her smallest child on the counter."
12225,"‘Dear me!’ said Mr. Omer. ‘Yes, to be sure. Two parties! Why, in that very ride, if you’ll believe me, the day was named for my Minnie to marry Joram. “Do name it, sir,” says Joram. “Yes, do, father,” says Minnie. And now he’s come into the business. And look here! The youngest!’"
12226,"Minnie laughed, and stroked her banded hair upon her temples, as her father put one of his fat fingers into the hand of the child she was dancing on the counter."
12227,"‘Two parties, of course!’ said Mr. Omer, nodding his head retrospectively. ‘Ex-actly so! And Joram’s at work, at this minute, on a grey one with silver nails, not this measurement’—the measurement of the dancing child upon the counter—‘by a good two inches.—-Will you take something?’"
12228,"I thanked him, but declined."
12229,"‘Let me see,’ said Mr. Omer. ‘Barkis’s the carrier’s wife—Peggotty’s the boatman’s sister—she had something to do with your family? She was in service there, sure?’"
12230,My answering in the affirmative gave him great satisfaction.
12231,"‘I believe my breath will get long next, my memory’s getting so much so,’ said Mr. Omer. ‘Well, sir, we’ve got a young relation of hers here, under articles to us, that has as elegant a taste in the dress-making business—I assure you I don’t believe there’s a Duchess in England can touch her.’"
12232,"‘Not little Em’ly?’ said I, involuntarily."
12233,"‘Em’ly’s her name,’ said Mr. Omer, ‘and she’s little too. But if you’ll believe me, she has such a face of her own that half the women in this town are mad against her.’"
12234,"‘Nonsense, father!’ cried Minnie."
12235,"‘My dear,’ said Mr. Omer, ‘I don’t say it’s the case with you,’ winking at me, ‘but I say that half the women in Yarmouth—ah! and in five mile round—are mad against that girl.’"
12236,"‘Then she should have kept to her own station in life, father,’ said Minnie, ‘and not have given them any hold to talk about her, and then they couldn’t have done it.’"
12237,"‘Couldn’t have done it, my dear!’ retorted Mr. Omer. ‘Couldn’t have done it! Is that YOUR knowledge of life? What is there that any woman couldn’t do, that she shouldn’t do—especially on the subject of another woman’s good looks?’"
12238,"I really thought it was all over with Mr. Omer, after he had uttered this libellous pleasantry. He coughed to that extent, and his breath eluded all his attempts to recover it with that obstinacy, that I fully expected to see his head go down behind the counter, and his little black breeches, with the rusty little bunches of ribbons at the knees, come quivering up in a last ineffectual struggle. At length, however, he got better, though he still panted hard, and was so exhausted that he was obliged to sit on the stool of the shop-desk."
12239,"‘You see,’ he said, wiping his head, and breathing with difficulty, ‘she hasn’t taken much to any companions here; she hasn’t taken kindly to any particular acquaintances and friends, not to mention sweethearts. In consequence, an ill-natured story got about, that Em’ly wanted to be a lady. Now my opinion is, that it came into circulation principally on account of her sometimes saying, at the school, that if she was a lady she would like to do so-and-so for her uncle—don’t you see?—and buy him such-and-such fine things.’"
12240,"‘I assure you, Mr. Omer, she has said so to me,’ I returned eagerly, ‘when we were both children.’"
12241,"Mr. Omer nodded his head and rubbed his chin. ‘Just so. Then out of a very little, she could dress herself, you see, better than most others could out of a deal, and that made things unpleasant. Moreover, she was rather what might be called wayward—I’ll go so far as to say what I should call wayward myself,’ said Mr. Omer; ‘didn’t know her own mind quite—a little spoiled—and couldn’t, at first, exactly bind herself down. No more than that was ever said against her, Minnie?’"
12242,"‘No, father,’ said Mrs. Joram. ‘That’s the worst, I believe.’"
12243,"‘So when she got a situation,’ said Mr. Omer, ‘to keep a fractious old lady company, they didn’t very well agree, and she didn’t stop. At last she came here, apprenticed for three years. Nearly two of ‘em are over, and she has been as good a girl as ever was. Worth any six! Minnie, is she worth any six, now?’"
12244,"‘Yes, father,’ replied Minnie. ‘Never say I detracted from her!’"
12245,"‘Very good,’ said Mr. Omer. ‘That’s right. And so, young gentleman,’ he added, after a few moments’ further rubbing of his chin, ‘that you may not consider me long-winded as well as short-breathed, I believe that’s all about it.’"
12246,"As they had spoken in a subdued tone, while speaking of Em’ly, I had no doubt that she was near. On my asking now, if that were not so, Mr. Omer nodded yes, and nodded towards the door of the parlour. My hurried inquiry if I might peep in, was answered with a free permission; and, looking through the glass, I saw her sitting at her work. I saw her, a most beautiful little creature, with the cloudless blue eyes, that had looked into my childish heart, turned laughingly upon another child of Minnie’s who was playing near her; with enough of wilfulness in her bright face to justify what I had heard; with much of the old capricious coyness lurking in it; but with nothing in her pretty looks, I am sure, but what was meant for goodness and for happiness, and what was on a good and happy course."
12247,"The tune across the yard that seemed as if it never had left off—alas! it was the tune that never DOES leave off—was beating, softly, all the while."
12248,"‘Wouldn’t you like to step in,’ said Mr. Omer, ‘and speak to her? Walk in and speak to her, sir! Make yourself at home!’"
12249,"I was too bashful to do so then—I was afraid of confusing her, and I was no less afraid of confusing myself.—but I informed myself of the hour at which she left of an evening, in order that our visit might be timed accordingly; and taking leave of Mr. Omer, and his pretty daughter, and her little children, went away to my dear old Peggotty’s."
12250,"Here she was, in the tiled kitchen, cooking dinner! The moment I knocked at the door she opened it, and asked me what I pleased to want. I looked at her with a smile, but she gave me no smile in return. I had never ceased to write to her, but it must have been seven years since we had met."
12251,"‘Is Mr. Barkis at home, ma’am?’ I said, feigning to speak roughly to her."
12252,"‘He’s at home, sir,’ returned Peggotty, ‘but he’s bad abed with the rheumatics.’"
12253,‘Don’t he go over to Blunderstone now?’ I asked.
12254,"‘When he’s well he do,’ she answered."
12255,"‘Do YOU ever go there, Mrs. Barkis?’"
12256,"She looked at me more attentively, and I noticed a quick movement of her hands towards each other."
12257,"‘Because I want to ask a question about a house there, that they call the—what is it?—the Rookery,’ said I."
12258,"She took a step backward, and put out her hands in an undecided frightened way, as if to keep me off."
12259,‘Peggotty!’ I cried to her.
12260,"She cried, ‘My darling boy!’ and we both burst into tears, and were locked in one another’s arms."
12261,"What extravagances she committed; what laughing and crying over me; what pride she showed, what joy, what sorrow that she whose pride and joy I might have been, could never hold me in a fond embrace; I have not the heart to tell. I was troubled with no misgiving that it was young in me to respond to her emotions. I had never laughed and cried in all my life, I dare say—not even to her—more freely than I did that morning."
12262,"‘Barkis will be so glad,’ said Peggotty, wiping her eyes with her apron, ‘that it’ll do him more good than pints of liniment. May I go and tell him you are here? Will you come up and see him, my dear?’"
12263,"Of course I would. But Peggotty could not get out of the room as easily as she meant to, for as often as she got to the door and looked round at me, she came back again to have another laugh and another cry upon my shoulder. At last, to make the matter easier, I went upstairs with her; and having waited outside for a minute, while she said a word of preparation to Mr. Barkis, presented myself before that invalid."
12264,"He received me with absolute enthusiasm. He was too rheumatic to be shaken hands with, but he begged me to shake the tassel on the top of his nightcap, which I did most cordially. When I sat down by the side of the bed, he said that it did him a world of good to feel as if he was driving me on the Blunderstone road again. As he lay in bed, face upward, and so covered, with that exception, that he seemed to be nothing but a face—like a conventional cherubim—he looked the queerest object I ever beheld."
12265,"‘What name was it, as I wrote up in the cart, sir?’ said Mr. Barkis, with a slow rheumatic smile."
12266,"‘Ah! Mr. Barkis, we had some grave talks about that matter, hadn’t we?’"
12267,"‘I was willin’ a long time, sir?’ said Mr. Barkis."
12268,"‘A long time,’ said I."
12269,"‘And I don’t regret it,’ said Mr. Barkis. ‘Do you remember what you told me once, about her making all the apple parsties and doing all the cooking?’"
12270,"‘Yes, very well,’ I returned."
12271,"‘It was as true,’ said Mr. Barkis, ‘as turnips is. It was as true,’ said Mr. Barkis, nodding his nightcap, which was his only means of emphasis, ‘as taxes is. And nothing’s truer than them.’"
